Search Name:	timsTOF_JX_Mouse_10ng_90min_msconvert/results1
			timsTOF_JX_Mouse_10ng_90min_msconvert/results1					
[1580]		P61924	COPZ1_MOUSE	1	6.2	5.5e-4	20198.4	MOUSE	Coatomer subunit zeta-1
[1581]		Q8BJ05	ZC3HE_MOUSE	1	1.9	2.4e-4	82409.8	MOUSE	Zinc finger CCCH domain-containing protein 14
[1582]		Q9D937	CK098_MOUSE	2	19.5	2.0e-5	14098.7	MOUSE	Uncharacterized protein C11orf98 homolog
[1583]		Q7TSE6	ST38L_MOUSE	1	2.4	1.5e-4	53772.0	MOUSE	Serine/threonine-protein kinase 38-like
[1584]		Q9EP69	SAC1_MOUSE	2	3.6	7.4e-5	66944.4	MOUSE	Phosphatidylinositide phosphatase SAC1
[1585]		P39654	LOX15_MOUSE	1	2.3	5.8e-4	75445.4	MOUSE	Arachidonate 15-lipoxygenase
[1586]		Q80UM7	MOGS_MOUSE	1	1.2	1.0e-4	91832.1	MOUSE	Mannosyl-oligosaccharide glucosidase
[1587]		Q91W39	NCOA5_MOUSE	1	1.6	4.3e-4	65319.6	MOUSE	Nuclear receptor coactivator 5
[1588]		Q80UG5	SEPT9_MOUSE	1	1.5	1.6e-4	65575.5	MOUSE	Septin-9
[1589]		P07091	S10A4_MOUSE	1	8.9	1.4e-4	11721.5	MOUSE	Protein S100-A4
[1590]		P04117	FABP4_MOUSE	1	9.1	5.8e-5	14650.0	MOUSE	Fatty acid-binding protein, adipocyte
[1591]		P36993	PPM1B_MOUSE	1	3.1	4.6e-4	42795.4	MOUSE	Protein phosphatase 1B
[1592]		Q8VBW6	ULA1_MOUSE	1	2.8	4.7e-4	60274.0	MOUSE	NEDD8-activating enzyme E1 regulatory subunit
[1593]		Q8CIM8	INT4_MOUSE	1	1.0	9.4e-4	108193.6	MOUSE	Integrator complex subunit 4
[1594]		Q9JHR7	IDE_MOUSE	1	1.1	6.0e-4	117773.1	MOUSE	Insulin-degrading enzyme
[1595]		O35465	FKBP8_MOUSE	1	3.5	7.9e-5	43529.2	MOUSE	Peptidyl-prolyl cis-trans isomerase FKBP8
[1596]		Q99J62	RFC4_MOUSE	2	5.8	2.3e-4	39867.1	MOUSE	Replication factor C subunit 4
[1597]		P62892	RL39_MOUSE	1	19.6	2.7e-4	6406.7	MOUSE	60S ribosomal protein L39
[1598]		A6X935	ITIH4_MOUSE	1	1.1	2.3e-4	104660.4	MOUSE	Inter alpha-trypsin inhibitor, heavy chain 4
[1599]		Q9CX11	UTP23_MOUSE	1	4.8	9.1e-5	28380.5	MOUSE	rRNA-processing protein UTP23 homolog
[1600]		Q9D7P6	ISCU_MOUSE	1	10.1	6.6e-4	18098.2	MOUSE	Iron-sulfur cluster assembly enzyme ISCU, mitochondrial
[1601]		Q9DCD2	SYF1_MOUSE	1	1.4	1.1e-4	99988.4	MOUSE	Pre-mRNA-splicing factor SYF1
[1602]		P70336	ROCK2_MOUSE	1	1.0	8.8e-4	160587.0	MOUSE	Rho-associated protein kinase 2
[1603]		P07214	SPRC_MOUSE	3	10.9	1.1e-4	34450.4	MOUSE	SPARC
[1604]		Q7M6Y3	PICAL_MOUSE	1	1.5	4.9e-4	71544.0	MOUSE	Phosphatidylinositol-binding clathrin assembly protein
[1605]		P19788	MGP_MOUSE	1	10.6	1.4e-4	12359.2	MOUSE	Matrix Gla protein
[1606]		Q91WG0	EST2C_MOUSE	1	2.7	9.4e-5	62470.2	MOUSE	Acylcarnitine hydrolase
[1607]		Q8R016	BLMH_MOUSE	2	7.9	4.3e-4	52511.6	MOUSE	Bleomycin hydrolase
[1608]		Q9JKP7	DPOE3_MOUSE	1	7.6	1.3e-4	16629.5	MOUSE	DNA polymerase epsilon subunit 3
[1609]		A2ADY9	DDI2_MOUSE	1	2.3	1.4e-4	44591.0	MOUSE	Protein DDI1 homolog 2
[1610]		Q8K2C9	HACD3_MOUSE	1	3.0	2.8e-4	43131.8	MOUSE	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3
[1611]		Q9EQK5	MVP_MOUSE	2	2.8	9.3e-5	95925.1	MOUSE	Major vault protein
[1612]		Q8C0L0	TMX4_MOUSE	1	3.6	2.5e-4	37131.6	MOUSE	Thioredoxin-related transmembrane protein 4
[1613]		Q9CXS4	CENPV_MOUSE	1	5.6	1.7e-4	27541.3	MOUSE	Centromere protein V
[1614]		P13439	UMPS_MOUSE	2	4.4	0.0011	52292.9	MOUSE	Uridine 5'-monophosphate synthase
[1615]		Q91XB0	TREX1_MOUSE	1	4.5	5.8e-4	33675.8	MOUSE	Three-prime repair exonuclease 1
[1616]		P47915	RL29_MOUSE	2	11.9	1.4e-5	17587.1	MOUSE	60S ribosomal protein L29
[1617]		O88879	APAF_MOUSE	1	0.8	5.9e-4	141004.2	MOUSE	Apoptotic protease-activating factor 1
[1618]		Q68FL6	SYMC_MOUSE	1	1.1	5.8e-4	101431.5	MOUSE	Methionine--tRNA ligase, cytoplasmic
[1619]		Q9D2H6	SP2_MOUSE	1	2.6	3.0e-4	64908.7	MOUSE	Transcription factor Sp2
[1620]		Q61595	KTN1_MOUSE	1	1.0	2.4e-4	152593.7	MOUSE	Kinectin
[1621]		Q8K2Y9	CCM2_MOUSE	1	4.2	7.4e-5	49917.5	MOUSE	Cerebral cavernous malformations protein 2 homolog
[1622]		decoy	decoy	1	5.2	1.0e-4	28997.8	MOUSE	Isoform 2 of Kv channel-interacting protein 2
[1623]		Q78IS1	TMED3_MOUSE	1	4.5	0.0024	25465.1	MOUSE	Transmembrane emp24 domain-containing protein 3
[1624]		Q8BZR9	NCBP3_MOUSE	2	4.2	7.7e-5	70043.7	MOUSE	Nuclear cap-binding protein subunit 3
[1625]		Q921E6-3	EED_MOUSE	1	2.6	1.0e-4	48765.6	MOUSE	Isoform 3 of Polycomb protein EED
[1625-1]	1	Q921E6	EED_MOUSE	2	5.9	1.0e-4	50198.2	MOUSE	Polycomb protein EED
[1625-2]	1	Q921E6-2	EED_MOUSE	2	5.2	1.0e-4	56194.9	MOUSE	Isoform 2 of Polycomb protein EED
[1626]		P21958	TAP1_MOUSE	1	1.5	1.6e-4	78864.8	MOUSE	Antigen peptide transporter 1
[1627]		P70404	IDHG1_MOUSE	1	2.8	2.0e-4	42785.8	MOUSE	Isocitrate dehydrogenase [NAD] subunit gamma 1, mitochondrial
[1628]		Q8BGT7	SPF30_MOUSE	1	5.0	3.1e-4	26753.4	MOUSE	Survival of motor neuron-related-splicing factor 30
[1629]		P70698	PYRG1_MOUSE	2	3.7	2.5e-4	66683.0	MOUSE	CTP synthase 1
[1630]		Q6PIU9	YJ005_MOUSE	1	3.4	6.4e-4	37705.0	MOUSE	Uncharacterized protein FLJ45252 homolog
[1631]		Q6NXI6	RPRD2_MOUSE	1	1.0	8.7e-4	156587.1	MOUSE	Regulation of nuclear pre-mRNA domain-containing protein 2
[1632]		Q640M1	UT14A_MOUSE	1	2.1	4.2e-4	87266.0	MOUSE	U3 small nucleolar RNA-associated protein 14 homolog A
[1633]		P16675	PPGB_MOUSE	3	7.6	2.8e-5	53844.6	MOUSE	Lysosomal protective protein
[1634]		Q8BQM4	HEAT3_MOUSE	1	2.4	1.1e-4	74306.1	MOUSE	HEAT repeat-containing protein 3
[1635]		Q9JI44	DMAP1_MOUSE	1	2.6	8.3e-4	53130.2	MOUSE	DNA methyltransferase 1-associated protein 1
[1636]		Q9CRA8	EXOS5_MOUSE	1	6.8	3.4e-4	25194.2	MOUSE	Exosome complex component RRP46
[1637]		P70452	STX4_MOUSE	1	3.7	6.7e-4	34165.3	MOUSE	Syntaxin-4
[1638]		P62082	RS7_MOUSE	3	20.1	4.2e-5	22127.0	MOUSE	40S ribosomal protein S7
[1639]		Q9EPJ9	ARFG1_MOUSE	1	3.9	1.0e-4	45288.6	MOUSE	ADP-ribosylation factor GTPase-activating protein 1
[1640]		Q08639	TFDP1_MOUSE	1	4.4	8.4e-5	45231.0	MOUSE	Transcription factor Dp-1
[1641]		Q8BHG2	CA123_MOUSE	1	7.5	8.4e-4	18020.6	MOUSE	UPF0587 protein C1orf123 homolog
[1642]		Q9Z2M7	PMM2_MOUSE	1	4.5	3.5e-4	27656.9	MOUSE	Phosphomannomutase 2
[1643]		P61079	UB2D3_MOUSE	1	7.5	4.5e-4	16687.3	MOUSE	Ubiquitin-conjugating enzyme E2 D3
[1644]		Q9ERI2	RB27A_MOUSE	2	10.0	1.4e-4	25017.5	MOUSE	Ras-related protein Rab-27A
[1645]		Q9CXT8	MPPB_MOUSE	2	4.5	8.9e-5	54615.0	MOUSE	Mitochondrial-processing peptidase subunit beta
[1646]		Q9QYA2	TOM40_MOUSE	1	3.0	0.0058	37895.5	MOUSE	Mitochondrial import receptor subunit TOM40 homolog
[1647]		Q9D1H7	GET4_MOUSE	1	3.7	1.9e-4	36525.6	MOUSE	Golgi to ER traffic protein 4 homolog
[1648]		P10923	OSTP_MOUSE	1	6.5	9.4e-5	32459.7	MOUSE	Osteopontin
[1649]		P45952	ACADM_MOUSE	3	7.8	4.1e-4	46481.6	MOUSE	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial
[1650]		P63024	VAMP3_MOUSE	1	16.5	4.3e-4	11480.4	MOUSE	Vesicle-associated membrane protein 3
[1651]		Q9DC23	DJC10_MOUSE	1	1.3	2.8e-4	90583.9	MOUSE	DnaJ homolog subfamily C member 10
[1652]		Q9CXU1	MED31_MOUSE	1	13.0	2.6e-4	15771.2	MOUSE	Mediator of RNA polymerase II transcription subunit 31
[1653]		P97868	RBBP6_MOUSE	2	0.9	5.9e-4	199589.0	MOUSE	E3 ubiquitin-protein ligase RBBP6
[1654]		Q9D735	CS043_MOUSE	1	6.4	3.4e-4	18376.7	MOUSE	Uncharacterized protein C19orf43 homolog
[1655]		Q9D0B0	SRSF9_MOUSE	3	14.9	6.9e-5	25661.6	MOUSE	Serine/arginine-rich splicing factor 9
[1656]		decoy	decoy	1	2.3	1.4e-4	59065.1	MOUSE	Peptidyl-prolyl cis-trans isomerase-like 2
[1657]		Q8C2K1	DEFI6_MOUSE	2	3.3	9.7e-4	73454.6	MOUSE	Differentially expressed in FDCP 6
[1658]		Q91WD5	NDUS2_MOUSE	1	2.6	7.1e-4	52626.2	MOUSE	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial
[1659]		Q9ERD8	PARVG_MOUSE	1	3.6	6.0e-4	37603.6	MOUSE	Gamma-parvin
[1660]		Q9CWM4	PFD1_MOUSE	1	9.0	0.0015	14254.7	MOUSE	Prefoldin subunit 1
[1661]		O35130	NEP1_MOUSE	1	3.7	2.4e-4	26974.6	MOUSE	Ribosomal RNA small subunit methyltransferase NEP1
[1662]		P23611	IRF8_MOUSE	1	3.3	1.9e-4	48237.6	MOUSE	Interferon regulatory factor 8
[1663]		Q64514	TPP2_MOUSE	1	1.0	9.3e-4	139880.0	MOUSE	Tripeptidyl-peptidase 2
[1664]		Q9QZ73	DCNL1_MOUSE	2	8.9	2.8e-4	30097.6	MOUSE	DCN1-like protein 1
[1665]		Q924Z4	CERS2_MOUSE	2	4.2	2.6e-4	45024.8	MOUSE	Ceramide synthase 2
[1666]		P24788	CD11B_MOUSE	1	1.4	9.3e-4	91514.2	MOUSE	Cyclin-dependent kinase 11B
[1667]		Q9Z1P6	NDUA7_MOUSE	2	17.7	8.6e-4	12575.7	MOUSE	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7
[1668]		P45878	FKBP2_MOUSE	1	8.6	0.0026	15344.1	MOUSE	Peptidyl-prolyl cis-trans isomerase FKBP2
[1669]		Q6ZWN5	RS9_MOUSE	4	14.4	1.2e-4	22591.6	MOUSE	40S ribosomal protein S9
[1670]		Q6PGG2	GMIP_MOUSE	1	1.0	3.1e-4	107545.9	MOUSE	GEM-interacting protein
[1671]		Q9CQ10	CHMP3_MOUSE	1	4.0	0.0013	25219.4	MOUSE	Charged multivesicular body protein 3
[1672]		P27808	MGAT1_MOUSE	1	3.4	0.0014	51690.6	MOUSE	Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
[1673]		Q9WTI7	MYO1C_MOUSE	1	1.3	6.3e-4	121945.2	MOUSE	Unconventional myosin-Ic
[1674]		Q91X96	MSS4_MOUSE	1	8.9	2.5e-4	13915.0	MOUSE	Guanine nucleotide exchange factor MSS4
[1675]		Q8R164	BPHL_MOUSE	1	4.1	6.1e-4	32851.2	MOUSE	Valacyclovir hydrolase
[1676]		P61327	MGN_MOUSE	1	7.5	0.0017	17163.8	MOUSE	Protein mago nashi homolog
[1677]		Q9D898	ARP5L_MOUSE	1	7.8	0.0014	16980.4	MOUSE	Actin-related protein 2/3 complex subunit 5-like protein
[1678]		Q99N89	RM43_MOUSE	1	6.0	0.0027	20202.9	MOUSE	39S ribosomal protein L43, mitochondrial
[1679]		P47739	AL3A1_MOUSE	1	2.0	9.8e-5	50481.3	MOUSE	Aldehyde dehydrogenase, dimeric NADP-preferring
[1680]		Q99PG2	OGFR_MOUSE	1	3.2	3.8e-4	70679.9	MOUSE	Opioid growth factor receptor
[1681]		Q9D7N3	RT09_MOUSE	1	3.8	5.5e-4	44929.8	MOUSE	28S ribosomal protein S9, mitochondrial
[1682]		Q9Z126	PLF4_MOUSE	2	20.0	5.5e-5	11243.6	MOUSE	Platelet factor 4
[1683]		Q9D0L8	MCES_MOUSE	3	5.8	7.2e-5	53291.8	MOUSE	mRNA cap guanine-N7 methyltransferase
[1684]		Q9QXT0	CNPY2_MOUSE	4	24.7	0.0025	20767.5	MOUSE	Protein canopy homolog 2
[1685]		O09117	SYPL1_MOUSE	1	3.4	2.5e-4	28899.7	MOUSE	Synaptophysin-like protein 1
[1686]		Q8CGZ0	CHERP_MOUSE	2	2.6	0.0019	106169.5	MOUSE	Calcium homeostasis endoplasmic reticulum protein
[1687]		Q91W50	CSDE1_MOUSE	1	1.6	2.7e-4	88791.3	MOUSE	Cold shock domain-containing protein E1
[1688]		Q9CY57	CHTOP_MOUSE	2	9.2	4.2e-4	26585.1	MOUSE	Chromatin target of PRMT1 protein
[1689]		Q9Z2X2	PSD10_MOUSE	1	9.1	1.5e-4	25083.8	MOUSE	26S proteasome non-ATPase regulatory subunit 10
[1690]		Q8R344	CCD12_MOUSE	1	6.0	0.0012	18891.5	MOUSE	Coiled-coil domain-containing protein 12
[1691]		P62320	SMD3_MOUSE	1	7.9	0.0046	13916.4	MOUSE	Small nuclear ribonucleoprotein Sm D3
[1692]		Q8BI72	CARF_MOUSE	2	4.3	4.1e-4	59745.1	MOUSE	CDKN2A-interacting protein
[1693]		Q05CL8	LARP7_MOUSE	1	2.1	0.0016	64802.8	MOUSE	La-related protein 7
[1694]		Q9CZU3	SK2L2_MOUSE	1	1.0	8.2e-4	117637.5	MOUSE	Superkiller viralicidic activity 2-like 2
[1695]		decoy	decoy	1	0.5	2.7e-4	221880.9	MOUSE	Isoform 2 of Tenascin
[1696]		Q61189	ICLN_MOUSE	1	5.5	0.0014	26021.3	MOUSE	Methylosome subunit pICln
[1697]		Q91YH5	ATLA3_MOUSE	2	3.9	6.9e-4	60575.6	MOUSE	Atlastin-3
[1698]		decoy	decoy	1	3.1	0.0025	47878.7	MOUSE	Ig-like V-type domain-containing protein FAM187A
[1699]		Q6R891	NEB2_MOUSE	1	1.6	0.0088	89521.0	MOUSE	Neurabin-2
[1700]		decoy	decoy	1	0.8	6.0e-4	192917.0	MOUSE	Complement C4-B
[1701]		Q4QY64	ATAD5_MOUSE	2	0.9	9.4e-5	203910.5	MOUSE	ATPase family AAA domain-containing protein 5
[1702]		Q6PAJ1	BCR_MOUSE	1	0.8	1.8e-4	143072.9	MOUSE	Breakpoint cluster region protein
[1702-1]	1	Q5SSL4	ABR_MOUSE	2	2.7	1.8e-4	97667.8	MOUSE	Active breakpoint cluster region-related protein
[1702-2]	1	Q5SSL4-2	ABR_MOUSE	2	2.6	1.8e-4	98989.3	MOUSE	Isoform 2 of Active breakpoint cluster region-related protein
[1702-3]	1	Q5SSL4-3	ABR_MOUSE	2	3.6	1.8e-4	73549.6	MOUSE	Isoform 3 of Active breakpoint cluster region-related protein
[1702-4]	1	Q5SSL4-4	ABR_MOUSE	2	2.8	1.8e-4	93773.7	MOUSE	Isoform 4 of Active breakpoint cluster region-related protein
[1703]		Q8BHS3	RBM22_MOUSE	1	2.4	0.0011	46896.0	MOUSE	Pre-mRNA-splicing factor RBM22
[1704]		Q9JIG7	CCD22_MOUSE	1	2.2	2.4e-4	70844.1	MOUSE	Coiled-coil domain-containing protein 22
[1705]		Q9CZS1	AL1B1_MOUSE	1	2.7	2.0e-4	57553.4	MOUSE	Aldehyde dehydrogenase X, mitochondrial
[1706]		Q3U182	CRTC2_MOUSE	1	1.7	3.6e-4	73216.6	MOUSE	CREB-regulated transcription coactivator 2
[1707]		O35216	CENPA_MOUSE	1	8.2	0.0020	15509.3	MOUSE	Histone H3-like centromeric protein A
[1708]		Q8K1R7	NEK9_MOUSE	1	1.5	6.3e-4	107144.5	MOUSE	Serine/threonine-protein kinase Nek9
[1709]		E9Q735	UBE4A_MOUSE	1	1.2	3.8e-4	118199.5	MOUSE	Ubiquitin conjugation factor E4 A
[1710]		G3X9K3	BIG1_MOUSE	1	1.2	1.3e-4	208501.7	MOUSE	Brefeldin A-inhibited guanine nucleotide-exchange protein 1
[1711]		P60840-3	ENSA_MOUSE	1	19.4	3.5e-4	8183.3	MOUSE	Isoform 3 of Alpha-endosulfine
[1712]		O54984	ASNA_MOUSE	2	5.5	5.7e-4	38823.2	MOUSE	ATPase Asna1
[1713]		Q9D4H8	CUL2_MOUSE	1	1.5	6.9e-4	86877.8	MOUSE	Cullin-2
[1714]		Q99KJ8	DCTN2_MOUSE	1	2.5	7.7e-4	44117.2	MOUSE	Dynactin subunit 2
[1715]		P04441	HG2A_MOUSE	1	3.6	0.0023	31557.7	MOUSE	H-2 class II histocompatibility antigen gamma chain
[1716]		Q60996	2A5G_MOUSE	1	1.5	5.8e-4	60825.0	MOUSE	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform
[1717]		P26369	U2AF2_MOUSE	2	3.8	4.4e-4	53517.5	MOUSE	Splicing factor U2AF 65 kDa subunit
[1718]		Q6ZQ88	KDM1A_MOUSE	2	2.7	1.2e-4	92851.4	MOUSE	Lysine-specific histone demethylase 1A
[1719]		P07607	TYSY_MOUSE	1	5.2	1.9e-4	34958.4	MOUSE	Thymidylate synthase
[1720]		decoy	decoy	1	2.8	0.0012	54959.7	MOUSE	CCR4-NOT transcription complex subunit 11
[1721]		Q8R4X3	RBM12_MOUSE	1	1.4	0.0015	102797.3	MOUSE	RNA-binding protein 12
[1722]		Q9WVM6	TLL2_MOUSE	1	1.1	5.7e-4	113253.5	MOUSE	Tolloid-like protein 2
[1723]		P25425	PO2F1_MOUSE	1	2.3	7.9e-4	79547.6	MOUSE	POU domain, class 2, transcription factor 1
[1724]		Q99ME7	TBX19_MOUSE	1	2.9	0.0022	48037.5	MOUSE	T-box transcription factor TBX19
[1725]		Q80Y14	GLRX5_MOUSE	1	5.3	0.0015	16292.6	MOUSE	Glutaredoxin-related protein 5, mitochondrial
[1726]		P18181	CD48_MOUSE	1	6.2	5.6e-4	27383.7	MOUSE	CD48 antigen
[1727]		P49138	MAPK2_MOUSE	2	6.5	5.0e-4	44050.4	MOUSE	MAP kinase-activated protein kinase 2
[1728]		Q8K3W0	BRE_MOUSE	1	3.7	3.3e-4	43545.1	MOUSE	BRCA1-A complex subunit BRE
[1729]		O35143	ATIF1_MOUSE	1	8.5	3.1e-4	12158.8	MOUSE	ATPase inhibitor, mitochondrial
[1730]		D3Z7P3	GLSK_MOUSE	1	2.2	3.1e-4	73964.4	MOUSE	Glutaminase kidney isoform, mitochondrial
[1731]		P52912	TIA1_MOUSE	1	2.8	0.0020	42800.3	MOUSE	Nucleolysin TIA-1
[1732]		O08739	AMPD3_MOUSE	1	1.7	0.0028	88653.1	MOUSE	AMP deaminase 3
[1733]		Q9JI75	NQO2_MOUSE	1	4.8	0.0020	26248.4	MOUSE	Ribosyldihydronicotinamide dehydrogenase [quinone]
[1734]		Q60872	IF1A_MOUSE	2	14.6	1.4e-4	16502.6	MOUSE	Eukaryotic translation initiation factor 1A
[1734-1]	1	Q8BMJ3	IF1AX_MOUSE	3	21.5	1.4e-4	16460.5	MOUSE	Eukaryotic translation initiation factor 1A, X-chromosomal
[1735]		Q3TBT3	STING_MOUSE	1	4.2	5.6e-4	42830.3	MOUSE	Stimulator of interferon genes protein
[1736]		O08900	IKZF3_MOUSE	1	2.6	4.0e-4	57968.1	MOUSE	Zinc finger protein Aiolos
[1737]		A3KMP2	TTC38_MOUSE	1	3.2	0.0027	52224.3	MOUSE	Tetratricopeptide repeat protein 38
[1738]		Q69ZQ2	ISY1_MOUSE	1	4.6	9.0e-4	32989.5	MOUSE	Pre-mRNA-splicing factor ISY1 homolog
[1739]		P56542	DNS2A_MOUSE	1	3.1	2.8e-4	38811.1	MOUSE	Deoxyribonuclease-2-alpha
[1740]		P62855	RS26_MOUSE	2	18.3	1.5e-4	13015.5	MOUSE	40S ribosomal protein S26
[1741]		Q64G17	AN32C_MOUSE	1	8.9	0.0021	14066.5	MOUSE	Putative acidic leucine-rich nuclear phosphoprotein 32 family member C
[1742]		P35285	RB22A_MOUSE	1	5.7	0.0011	21802.1	MOUSE	Ras-related protein Rab-22A
[1743]		Q61235	SNTB2_MOUSE	1	1.9	0.0020	56382.2	MOUSE	Beta-2-syntrophin
[1744]		Q9Z0K8	VNN1_MOUSE	1	2.5	3.3e-4	57091.9	MOUSE	Pantetheinase
[1745]		P60898	RPB9_MOUSE	1	9.6	4.7e-4	14523.4	MOUSE	DNA-directed RNA polymerase II subunit RPB9
[1746]		Q9Z2L7-2	CRLF3_MOUSE	3	7.0	4.0e-4	39153.4	MOUSE	Isoform 2 of Cytokine receptor-like factor 3
[1746-1]	1	Q9Z2L7	CRLF3_MOUSE	4	7.5	4.0e-4	49559.0	MOUSE	Cytokine receptor-like factor 3
[1747]		P86048	RL10L_MOUSE	4	18.7	6.5e-5	24558.1	MOUSE	60S ribosomal protein L10-like
[1748]		Q6PGC1	DHX29_MOUSE	1	1.0	2.8e-4	153976.6	MOUSE	ATP-dependent RNA helicase DHX29
[1749]		Q8VD62	CK068_MOUSE	1	4.4	0.0035	27539.1	MOUSE	UPF0696 protein C11orf68 homolog
[1750]		Q9EPE9	AT131_MOUSE	1	1.0	0.0015	132389.3	MOUSE	Manganese-transporting ATPase 13A1
[1751]		Q9DCH4	EIF3F_MOUSE	1	3.0	8.6e-4	37984.6	MOUSE	Eukaryotic translation initiation factor 3 subunit F
[1752]		Q05512	MARK2_MOUSE	1	2.2	8.8e-4	86306.7	MOUSE	Serine/threonine-protein kinase MARK2
[1753]		Q921G7	ETFD_MOUSE	2	3.9	1.8e-4	68091.5	MOUSE	Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial
[1754]		Q2YFS1	PILB2_MOUSE	1	4.0	8.3e-4	25512.9	MOUSE	Paired immunoglobulin-like type 2 receptor beta-2
[1755]		decoy	decoy	1	1.3	7.4e-4	95557.3	MOUSE	Isoform 4 of Outer dense fiber protein 2
[1756]		decoy	decoy	1	0.5	2.0e-4	163116.7	MOUSE	Isoform 2 of Receptor-type tyrosine-protein phosphatase T
[1757]		Q9WUM4	COR1C_MOUSE	3	6.3	7.7e-5	53121.4	MOUSE	Coronin-1C
[1758]		O55137	ACOT1_MOUSE	1	2.6	9.9e-4	46136.4	MOUSE	Acyl-coenzyme A thioesterase 1
[1759]		decoy	decoy	1	2.8	0.0076	57519.5	MOUSE	Angiopoietin-1
[1760]		Q9DD03	RAB13_MOUSE	1	5.4	0.0030	22770.3	MOUSE	Ras-related protein Rab-13
[1761]		Q9CQC7	NDUB4_MOUSE	1	7.8	5.1e-4	15081.4	MOUSE	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4
[1762]		Q9CSH3	RRP44_MOUSE	2	2.8	4.3e-4	108838.5	MOUSE	Exosome complex exonuclease RRP44
[1763]		Q9CR21	ACPM_MOUSE	1	5.8	0.0017	17370.5	MOUSE	Acyl carrier protein, mitochondrial
[1764]		Q8K4Z3	NNRE_MOUSE	1	5.7	8.3e-4	30973.1	MOUSE	NAD(P)H-hydrate epimerase
[1765]		Q9JKS4-2	LDB3_MOUSE	1	2.0	3.6e-4	72752.5	MOUSE	Isoform 2 of LIM domain-binding protein 3
[1766]		Q80T69	RSBN1_MOUSE	1	2.0	0.0013	89252.2	MOUSE	Round spermatid basic protein 1
[1767]		Q8VCB3	GYS2_MOUSE	1	1.4	0.0020	80871.5	MOUSE	Glycogen [starch] synthase, liver
[1768]		Q61087	LAMB3_MOUSE	1	0.9	2.8e-4	128901.3	MOUSE	Laminin subunit beta-3
[1769]		Q8C156	CND2_MOUSE	1	1.4	4.1e-4	82303.3	MOUSE	Condensin complex subunit 2
[1770]		Q9D6J6	NDUV2_MOUSE	1	4.8	0.0030	27285.6	MOUSE	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial
[1771]		P17563	SBP1_MOUSE	1	2.1	0.0081	52514.5	MOUSE	Selenium-binding protein 1
[1772]		Q61205	PA1B3_MOUSE	1	5.2	0.0014	25853.6	MOUSE	Platelet-activating factor acetylhydrolase IB subunit gamma
[1773]		Q62241	RU1C_MOUSE	1	7.5	0.0016	17363.9	MOUSE	U1 small nuclear ribonucleoprotein C
[1774]		P97760	RPB3_MOUSE	1	3.6	3.4e-4	31443.4	MOUSE	DNA-directed RNA polymerase II subunit RPB3
[1775]		Q9CZ28	SNF8_MOUSE	1	5.4	0.0014	28886.5	MOUSE	Vacuolar-sorting protein SNF8
[1776]		O54916	REPS1_MOUSE	1	1.5	0.0019	86519.6	MOUSE	RalBP1-associated Eps domain-containing protein 1
[1777]		Q02013	AQP1_MOUSE	1	3.3	0.0019	28793.7	MOUSE	Aquaporin-1
[1778]		Q9CPS7	PNO1_MOUSE	1	7.3	6.6e-4	27453.8	MOUSE	RNA-binding protein PNO1
[1779]		O35144	TERF2_MOUSE	1	3.0	2.4e-4	60263.8	MOUSE	Telomeric repeat-binding factor 2
[1780]		Q8K296	MTMR3_MOUSE	1	1.2	2.5e-4	133841.4	MOUSE	Myotubularin-related protein 3
[1781]		Q8C5P5	NT5D1_MOUSE	1	2.4	0.0032	53094.8	MOUSE	5'-nucleotidase domain-containing protein 1
[1782]		Q8R3G9	TSN8_MOUSE	1	4.3	0.0011	25582.5	MOUSE	Tetraspanin-8
[1783]		P28474	ADHX_MOUSE	1	2.7	0.0025	39548.1	MOUSE	Alcohol dehydrogenase class-3
[1784]		P48999	LOX5_MOUSE	1	1.3	0.0017	77967.9	MOUSE	Arachidonate 5-lipoxygenase
[1785]		Q9DCT8	CRIP2_MOUSE	1	7.7	4.0e-4	22727.2	MOUSE	Cysteine-rich protein 2
[1786]		Q9JHI9	S40A1_MOUSE	1	2.8	5.3e-4	62703.1	MOUSE	Solute carrier family 40 member 1
[1787]		Q9D0D5	T2EA_MOUSE	1	2.7	7.5e-4	49593.8	MOUSE	General transcription factor IIE subunit 1
[1788]		Q920A9	FCRLA_MOUSE	1	3.4	0.0013	38348.8	MOUSE	Fc receptor-like A
[1789]		Q9JJ80	RPF2_MOUSE	1	4.2	0.0019	35364.0	MOUSE	Ribosome production factor 2 homolog
[1790]		Q9ES97	RTN3_MOUSE	1	1.1	0.0025	103879.5	MOUSE	Reticulon-3
[1791]		P32233	DRG1_MOUSE	3	9.8	0.0015	40512.5	MOUSE	Developmentally-regulated GTP-binding protein 1
[1792]		Q9R1P3	PSB2_MOUSE	1	4.0	0.0051	22906.6	MOUSE	Proteasome subunit beta type-2
